Order_ID,Order_Date,Order_Line_ID,Product_ID,Order_Quantity,Customer_ID,Store_ID
OR#101411,2/6/2021,2,PRD#_10791,4,C_1030,ST_567
OR#101411,2/6/2021,3,PRD#_10003,3,C_1030,ST_567
OR#101411,2/6/2021,4,PRD#_10044,2,C_1030,ST_567
OR#101412,2/6/2021,1,PRD#_10279,4,C_1051,ST_678
OR#101412,2/6/2021,2,PRD#_10823,4,C_1051,ST_678
OR#101413,2/14/2021,1,PRD#_10494,2,C_1088,ST_456
OR#101414,2/15/2021,1,PRD#_10167,4,C_1121,ST_123
OR#101414,2/15/2021,2,PRD#_10051,5,C_1121,ST_123
OR#101414,2/15/2021,3,PRD#_10837,4,C_1121,ST_123
OR#101415,2/13/2021,1,PRD#_10773,4,C_1014,ST_901
OR#101415,2/13/2021,2,PRD#_10532,5,C_1014,ST_901
OR#101415,2/13/2021,3,PRD#_10554,5,C_1014,ST_901
OR#101415,2/13/2021,4,PRD#_10736,5,C_1014,ST_901
OR#101415,2/13/2021,5,PRD#_10739,3,C_1014,ST_901
OR#101416,2/13/2021,1,PRD#_10255,1,C_1126,ST_345
OR#101416,2/13/2021,2,PRD#_10304,4,C_1126,ST_345
OR#101416,2/13/2021,3,PRD#_10847,5,C_1126,ST_345
OR#101416,2/13/2021,4,PRD#_10305,3,C_1126,ST_345
OR#101417,2/11/2021,1,PRD#_10739,5,C_1136,ST_123
OR#101417,2/11/2021,2,PRD#_10564,5,C_1136,ST_123
OR#101418,2/28/2021,1,PRD#_10581,4,C_1095,ST_234
OR#101418,2/28/2021,2,PRD#_10643,5,C_1095,ST_234
OR#101419,2/4/2021,1,PRD#_10523,1,C_1004,ST_123
OR#101419,2/4/2021,2,PRD#_10068,3,C_1004,ST_123
OR#101419,2/4/2021,3,PRD#_10783,5,C_1004,ST_123
OR#101419,2/4/2021,4,PRD#_10422,4,C_1004,ST_123
OR#101420,2/18/2021,1,PRD#_10776,1,C_1135,ST_890
OR#101420,2/18/2021,2,PRD#_10521,5,C_1135,ST_890
OR#101420,2/18/2021,3,PRD#_10585,3,C_1135,ST_890
OR#101421,2/13/2021,1,PRD#_10770,1,C_1023,ST_456
OR#101421,2/13/2021,2,PRD#_10790,3,C_1023,ST_456
OR#101422,2/26/2021,1,PRD#_10425,5,C_1055,ST_567
OR#101422,2/26/2021,2,PRD#_10724,2,C_1055,ST_567
OR#101423,2/19/2021,1,PRD#_10344,2,C_1012,ST_112
OR#101423,2/19/2021,2,PRD#_10232,2,C_1012,ST_112
OR#101423,2/19/2021,3,PRD#_10676,4,C_1012,ST_112
OR#101423,2/19/2021,4,PRD#_10182,1,C_1012,ST_112
OR#101423,2/19/2021,5,PRD#_10494,4,C_1012,ST_112
OR#101424,2/25/2021,1,PRD#_10366,5,C_1096,ST_234
OR#101425,2/15/2021,1,PRD#_10362,1,C_1118,ST_112
OR#101425,2/15/2021,2,PRD#_10849,3,C_1118,ST_112
OR#101426,2/12/2021,1,PRD#_10123,1,C_1030,ST_789
OR#101426,2/12/2021,2,PRD#_10056,2,C_1030,ST_789
OR#101427,2/10/2021,1,PRD#_10343,1,C_1119,ST_234
OR#101427,2/10/2021,2,PRD#_10547,5,C_1119,ST_234
OR#101427,2/10/2021,3,PRD#_10121,4,C_1119,ST_234
OR#101427,2/10/2021,4,PRD#_10031,2,C_1119,ST_234
OR#101427,2/10/2021,5,PRD#_10664,4,C_1119,ST_234
OR#101428,2/10/2021,1,PRD#_10511,4,C_1011,ST_112
OR#101428,2/10/2021,2,PRD#_10583,2,C_1011,ST_112
OR#101428,2/10/2021,3,PRD#_10435,1,C_1011,ST_112
OR#101429,2/7/2021,1,PRD#_10811,5,C_1083,ST_112
OR#101430,2/5/2021,1,PRD#_10119,3,C_1053,ST_901
OR#101430,2/5/2021,2,PRD#_10011,4,C_1053,ST_901
OR#101431,2/25/2021,1,PRD#_10138,5,C_1065,ST_567
OR#101431,2/25/2021,2,PRD#_10403,5,C_1065,ST_567
OR#101431,2/25/2021,3,PRD#_10527,1,C_1065,ST_567
OR#101431,2/25/2021,4,PRD#_10350,5,C_1065,ST_567
OR#101432,2/5/2021,1,PRD#_10418,4,C_1079,ST_112
OR#101432,2/5/2021,2,PRD#_10397,4,C_1079,ST_112
OR#101432,2/5/2021,3,PRD#_10025,3,C_1079,ST_112
OR#101432,2/5/2021,4,PRD#_10774,1,C_1079,ST_112
OR#101433,2/22/2021,1,PRD#_10109,3,C_1102,ST_789
OR#101433,2/22/2021,2,PRD#_10453,4,C_1102,ST_789
OR#101433,2/22/2021,3,PRD#_10216,5,C_1102,ST_789
OR#101433,2/22/2021,4,PRD#_10823,3,C_1102,ST_789
OR#101434,2/22/2021,1,PRD#_10708,3,C_1105,ST_345
OR#101434,2/22/2021,2,PRD#_10507,1,C_1105,ST_345
OR#101435,2/22/2021,1,PRD#_10165,1,C_1057,ST_789
OR#101435,2/22/2021,2,PRD#_10449,5,C_1057,ST_789
OR#101435,2/22/2021,3,PRD#_10509,1,C_1057,ST_789
OR#101435,2/22/2021,4,PRD#_10142,4,C_1057,ST_789
OR#101436,2/13/2021,1,PRD#_10670,2,C_1137,ST_901
OR#101437,2/20/2021,1,PRD#_10503,2,C_1004,ST_901
OR#101437,2/20/2021,2,PRD#_10372,3,C_1004,ST_901
OR#101438,2/19/2021,1,PRD#_10616,2,C_1070,ST_345
OR#101438,2/19/2021,2,PRD#_10807,2,C_1070,ST_345
OR#101438,2/19/2021,3,PRD#_10721,4,C_1070,ST_345
OR#101438,2/19/2021,4,PRD#_10412,5,C_1070,ST_345
OR#101439,2/17/2021,1,PRD#_10076,2,C_1083,ST_678
OR#101439,2/17/2021,2,PRD#_10694,4,C_1083,ST_678
OR#101439,2/17/2021,3,PRD#_10473,2,C_1083,ST_678
OR#101440,2/18/2021,1,PRD#_10540,4,C_1142,ST_456
OR#101440,2/18/2021,2,PRD#_10099,1,C_1142,ST_456
OR#101441,2/4/2021,1,PRD#_10595,1,C_1029,ST_112
OR#101442,2/17/2021,1,PRD#_10288,5,C_1069,ST_112
OR#101442,2/17/2021,2,PRD#_10526,2,C_1069,ST_112
OR#101442,2/17/2021,3,PRD#_10540,3,C_1069,ST_112
OR#101443,2/14/2021,1,PRD#_10525,3,C_1050,ST_901
OR#101443,2/14/2021,2,PRD#_10267,5,C_1050,ST_901
OR#101444,2/22/2021,1,PRD#_10790,3,C_1002,ST_901
OR#101444,2/22/2021,2,PRD#_10063,1,C_1002,ST_901
OR#101444,2/22/2021,3,PRD#_10491,4,C_1002,ST_901
OR#101444,2/22/2021,4,PRD#_10101,5,C_1002,ST_901
OR#101445,2/11/2021,1,PRD#_10542,3,C_1130,ST_234
OR#101445,2/11/2021,2,PRD#_10312,5,C_1130,ST_234
OR#101445,2/11/2021,3,PRD#_10747,4,C_1130,ST_234
OR#101445,2/11/2021,4,PRD#_10220,5,C_1130,ST_234
OR#101446,2/6/2021,1,PRD#_10242,4,C_1134,ST_123
OR#101446,2/6/2021,2,PRD#_10777,2,C_1134,ST_123
OR#101446,2/6/2021,3,PRD#_10267,5,C_1134,ST_123
OR#101446,2/6/2021,4,PRD#_10496,5,C_1134,ST_123
OR#101447,2/19/2021,1,PRD#_10747,4,C_1076,ST_567
OR#101447,2/19/2021,2,PRD#_10071,4,C_1076,ST_567
OR#101447,2/19/2021,3,PRD#_10559,2,C_1076,ST_567
OR#101447,2/19/2021,4,PRD#_10173,5,C_1076,ST_567
OR#101448,2/25/2021,1,PRD#_10307,1,C_1026,ST_890
OR#101448,2/25/2021,2,PRD#_10825,3,C_1026,ST_890
OR#101448,2/25/2021,3,PRD#_10421,1,C_1026,ST_890
OR#101448,2/25/2021,4,PRD#_10064,4,C_1026,ST_890
OR#101449,2/4/2021,1,PRD#_10104,1,C_1105,ST_345
OR#101449,2/4/2021,2,PRD#_10566,4,C_1105,ST_345
OR#101449,2/4/2021,3,PRD#_10631,3,C_1105,ST_345
OR#101450,2/23/2021,1,PRD#_10310,5,C_1094,ST_456
OR#101450,2/23/2021,2,PRD#_10269,1,C_1094,ST_456
OR#101450,2/23/2021,3,PRD#_10517,1,C_1094,ST_456
OR#101450,2/23/2021,4,PRD#_10077,4,C_1094,ST_456
OR#101450,2/23/2021,5,PRD#_10453,1,C_1094,ST_456
OR#101451,2/1/2021,1,PRD#_10756,1,C_1051,ST_890
OR#101451,2/1/2021,2,PRD#_10634,5,C_1051,ST_890
OR#101451,2/1/2021,3,PRD#_10311,4,C_1051,ST_890
OR#101452,2/9/2021,1,PRD#_10847,3,C_1039,ST_112
OR#101452,2/9/2021,2,PRD#_10538,5,C_1039,ST_112
OR#101452,2/9/2021,3,PRD#_10692,4,C_1039,ST_112
OR#101453,2/20/2021,1,PRD#_10494,1,C_1033,ST_901
OR#101453,2/20/2021,2,PRD#_10665,1,C_1033,ST_901
OR#101453,2/20/2021,3,PRD#_10688,5,C_1033,ST_901
OR#101454,2/4/2021,1,PRD#_10509,2,C_1078,ST_567
OR#101454,2/4/2021,2,PRD#_10749,5,C_1078,ST_567
OR#101454,2/4/2021,3,PRD#_10721,5,C_1078,ST_567
OR#101454,2/4/2021,4,PRD#_10331,1,C_1078,ST_567
OR#101455,2/21/2021,1,PRD#_10235,5,C_1001,ST_456
OR#101455,2/21/2021,2,PRD#_10689,4,C_1001,ST_456
OR#101456,2/20/2021,1,PRD#_10063,2,C_1097,ST_123
OR#101456,2/20/2021,2,PRD#_10496,2,C_1097,ST_123
OR#101456,2/20/2021,3,PRD#_10289,2,C_1097,ST_123
OR#101457,2/24/2021,1,PRD#_10810,3,C_1005,ST_567
OR#101458,2/24/2021,1,PRD#_10560,3,C_1143,ST_901
OR#101459,2/21/2021,1,PRD#_10789,3,C_1040,ST_123
OR#101459,2/21/2021,2,PRD#_10196,2,C_1040,ST_123
OR#101459,2/21/2021,3,PRD#_10389,5,C_1040,ST_123
OR#101460,2/21/2021,1,PRD#_10335,4,C_1041,ST_234
OR#101461,2/22/2021,1,PRD#_10116,3,C_1105,ST_123
OR#101461,2/22/2021,2,PRD#_10835,3,C_1105,ST_123
OR#101461,2/22/2021,3,PRD#_10318,2,C_1105,ST_123
OR#101461,2/22/2021,4,PRD#_10596,2,C_1105,ST_123
OR#101462,2/11/2021,1,PRD#_10030,3,C_1054,ST_678
OR#101462,2/11/2021,2,PRD#_10473,1,C_1054,ST_678
OR#101462,2/11/2021,3,PRD#_10125,1,C_1054,ST_678
OR#101462,2/11/2021,4,PRD#_10472,2,C_1054,ST_678
OR#101463,2/18/2021,1,PRD#_10839,3,C_1071,ST_567
OR#101464,2/22/2021,1,PRD#_10646,5,C_1002,ST_123
OR#101464,2/22/2021,2,PRD#_10492,1,C_1002,ST_123
OR#101464,2/22/2021,3,PRD#_10666,4,C_1002,ST_123
OR#101464,2/22/2021,4,PRD#_10586,5,C_1002,ST_123
OR#101464,2/22/2021,5,PRD#_10455,3,C_1002,ST_123
OR#101465,2/8/2021,1,PRD#_10160,1,C_1141,ST_456
OR#101466,2/3/2021,1,PRD#_10289,1,C_1032,ST_890
OR#101467,2/23/2021,1,PRD#_10544,5,C_1107,ST_890
OR#101467,2/23/2021,2,PRD#_10756,1,C_1107,ST_890
OR#101467,2/23/2021,3,PRD#_10280,2,C_1107,ST_890
OR#101467,2/23/2021,4,PRD#_10758,4,C_1107,ST_890
OR#101467,2/23/2021,5,PRD#_10369,3,C_1107,ST_890
OR#101468,2/19/2021,1,PRD#_10482,4,C_1138,ST_234
OR#101468,2/19/2021,2,PRD#_10420,4,C_1138,ST_234
OR#101468,2/19/2021,3,PRD#_10645,2,C_1138,ST_234
OR#101468,2/19/2021,4,PRD#_10173,1,C_1138,ST_234
OR#101468,2/19/2021,5,PRD#_10283,5,C_1138,ST_234
OR#101469,2/18/2021,1,PRD#_10723,3,C_1037,ST_456
OR#101469,2/18/2021,2,PRD#_10303,2,C_1037,ST_456
OR#101469,2/18/2021,3,PRD#_10037,2,C_1037,ST_456
OR#101470,2/22/2021,1,PRD#_10796,1,C_1011,ST_567
OR#101470,2/22/2021,2,PRD#_10177,2,C_1011,ST_567
OR#101470,2/22/2021,3,PRD#_10034,3,C_1011,ST_567
OR#101470,2/22/2021,4,PRD#_10577,4,C_1011,ST_567
OR#101470,2/22/2021,5,PRD#_10316,5,C_1011,ST_567
OR#101471,2/27/2021,1,PRD#_10254,2,C_1079,ST_345
OR#101472,2/21/2021,1,PRD#_10547,5,C_1078,ST_890
OR#101472,2/21/2021,2,PRD#_10125,5,C_1078,ST_890
OR#101472,2/21/2021,3,PRD#_10261,3,C_1078,ST_890
OR#101472,2/21/2021,4,PRD#_10649,4,C_1078,ST_890
OR#101473,2/18/2021,1,PRD#_10090,5,C_1093,ST_345
OR#101473,2/18/2021,2,PRD#_10312,4,C_1093,ST_345
OR#101473,2/18/2021,3,PRD#_10216,5,C_1093,ST_345
OR#101474,2/15/2021,1,PRD#_10057,4,C_1100,ST_890
OR#101474,2/15/2021,2,PRD#_10655,5,C_1100,ST_890
OR#101475,2/25/2021,1,PRD#_10351,3,C_1005,ST_890
OR#101475,2/25/2021,2,PRD#_10691,4,C_1005,ST_890
OR#101475,2/25/2021,3,PRD#_10341,1,C_1005,ST_890
OR#101475,2/25/2021,4,PRD#_10616,1,C_1005,ST_890
OR#101476,2/25/2021,1,PRD#_10755,5,C_1051,ST_112
OR#101476,2/25/2021,2,PRD#_10420,1,C_1051,ST_112
OR#101476,2/25/2021,3,PRD#_10003,2,C_1051,ST_112
OR#101477,2/14/2021,1,PRD#_10191,2,C_1088,ST_234
OR#101477,2/14/2021,2,PRD#_10668,3,C_1088,ST_234
OR#101477,2/14/2021,3,PRD#_10358,5,C_1088,ST_234
OR#101477,2/14/2021,4,PRD#_10067,1,C_1088,ST_234
OR#101477,2/14/2021,5,PRD#_10205,5,C_1088,ST_234
OR#101478,2/1/2021,1,PRD#_10230,3,C_1013,ST_567
OR#101479,2/27/2021,1,PRD#_10637,5,C_1028,ST_345
OR#101479,2/27/2021,2,PRD#_10020,3,C_1028,ST_345
OR#101479,2/27/2021,3,PRD#_10593,3,C_1028,ST_345
OR#101479,2/27/2021,4,PRD#_10036,4,C_1028,ST_345
OR#101479,2/27/2021,5,PRD#_10287,2,C_1028,ST_345
OR#101480,2/14/2021,1,PRD#_10760,1,C_1021,ST_901
OR#101481,2/19/2021,1,PRD#_10258,1,C_1052,ST_567
OR#101481,2/19/2021,2,PRD#_10131,1,C_1052,ST_567
OR#101482,2/18/2021,1,PRD#_10159,1,C_1143,ST_123
OR#101483,2/10/2021,1,PRD#_10780,5,C_1093,ST_112
OR#101483,2/10/2021,2,PRD#_10115,5,C_1093,ST_112
OR#101484,2/24/2021,1,PRD#_10848,3,C_1090,ST_901
OR#101485,2/10/2021,1,PRD#_10288,3,C_1040,ST_789
OR#101485,2/10/2021,2,PRD#_10719,3,C_1040,ST_789
OR#101486,2/16/2021,1,PRD#_10052,4,C_1066,ST_234
OR#101486,2/16/2021,2,PRD#_10499,4,C_1066,ST_234
OR#101486,2/16/2021,3,PRD#_10729,5,C_1066,ST_234
OR#101486,2/16/2021,4,PRD#_10033,2,C_1066,ST_234
OR#101487,2/17/2021,1,PRD#_10080,3,C_1079,ST_234
OR#101487,2/17/2021,2,PRD#_10264,2,C_1079,ST_234
OR#101487,2/17/2021,3,PRD#_10430,1,C_1079,ST_234
OR#101488,2/5/2021,1,PRD#_10170,4,C_1075,ST_678
OR#101488,2/5/2021,2,PRD#_10122,4,C_1075,ST_678
OR#101488,2/5/2021,3,PRD#_10052,3,C_1075,ST_678
OR#101488,2/5/2021,4,PRD#_10389,4,C_1075,ST_678
OR#101489,2/11/2021,1,PRD#_10290,2,C_1122,ST_123
OR#101489,2/11/2021,2,PRD#_10112,5,C_1122,ST_123
OR#101489,2/11/2021,3,PRD#_10596,1,C_1122,ST_123
OR#101489,2/11/2021,4,PRD#_10682,1,C_1122,ST_123
OR#101490,2/22/2021,1,PRD#_10203,2,C_1053,ST_901
OR#101490,2/22/2021,2,PRD#_10310,4,C_1053,ST_901
OR#101490,2/22/2021,3,PRD#_10788,5,C_1053,ST_901
OR#101491,2/17/2021,1,PRD#_10815,3,C_1074,ST_456
OR#101491,2/17/2021,2,PRD#_10665,2,C_1074,ST_456
OR#101491,2/17/2021,3,PRD#_10393,1,C_1074,ST_456
OR#101491,2/17/2021,4,PRD#_10816,2,C_1074,ST_456
OR#101491,2/17/2021,5,PRD#_10525,3,C_1074,ST_456
OR#101492,2/20/2021,1,PRD#_10249,5,C_1044,ST_567
OR#101493,2/27/2021,1,PRD#_10298,4,C_1108,ST_123
OR#101493,2/27/2021,2,PRD#_10378,4,C_1108,ST_123
OR#101493,2/27/2021,3,PRD#_10090,1,C_1108,ST_123
OR#101494,2/15/2021,1,PRD#_10734,1,C_1089,ST_901
OR#101494,2/15/2021,2,PRD#_10170,2,C_1089,ST_901
OR#101494,2/15/2021,3,PRD#_10840,1,C_1089,ST_901
OR#101494,2/15/2021,4,PRD#_10827,4,C_1089,ST_901
OR#101495,2/19/2021,1,PRD#_10089,4,C_1100,ST_456
OR#101496,2/23/2021,1,PRD#_10364,4,C_1141,ST_567
OR#101496,2/23/2021,2,PRD#_10614,5,C_1141,ST_567
OR#101497,2/19/2021,1,PRD#_10350,4,C_1052,ST_456
OR#101497,2/19/2021,2,PRD#_10715,5,C_1052,ST_456
OR#101497,2/19/2021,3,PRD#_10507,4,C_1052,ST_456
OR#101498,2/18/2021,1,PRD#_10177,4,C_1128,ST_890
OR#101498,2/18/2021,2,PRD#_10821,5,C_1128,ST_890
OR#101499,2/10/2021,1,PRD#_10049,5,C_1074,ST_890
OR#101499,2/10/2021,2,PRD#_10040,1,C_1074,ST_890
OR#101499,2/10/2021,3,PRD#_10057,5,C_1074,ST_890
OR#101500,2/2/2021,1,PRD#_10154,5,C_1001,ST_456
OR#101500,2/2/2021,2,PRD#_10779,5,C_1001,ST_456
OR#101500,2/2/2021,3,PRD#_10287,1,C_1001,ST_456
OR#101501,2/4/2021,1,PRD#_10588,1,C_1029,ST_890
OR#101501,2/4/2021,2,PRD#_10773,3,C_1029,ST_890
OR#101502,2/3/2021,1,PRD#_10050,2,C_1076,ST_112
OR#101503,2/10/2021,1,PRD#_10755,1,C_1083,ST_678
OR#101503,2/10/2021,2,PRD#_10710,1,C_1083,ST_678
OR#101503,2/10/2021,3,PRD#_10819,2,C_1083,ST_678
OR#101503,2/10/2021,4,PRD#_10776,1,C_1083,ST_678
OR#101503,2/10/2021,5,PRD#_10306,5,C_1083,ST_678
OR#101504,2/18/2021,1,PRD#_10162,5,C_1012,ST_112
OR#101504,2/18/2021,2,PRD#_10299,4,C_1012,ST_112
OR#101504,2/18/2021,3,PRD#_10001,5,C_1012,ST_112
OR#101505,2/18/2021,1,PRD#_10122,2,C_1039,ST_678
OR#101505,2/18/2021,2,PRD#_10694,3,C_1039,ST_678
OR#101506,2/26/2021,1,PRD#_10299,1,C_1028,ST_567
OR#101506,2/26/2021,2,PRD#_10334,5,C_1028,ST_567
OR#101506,2/26/2021,3,PRD#_10367,3,C_1028,ST_567
OR#101506,2/26/2021,4,PRD#_10156,4,C_1028,ST_567
OR#101507,2/20/2021,1,PRD#_10368,4,C_1141,ST_345
OR#101507,2/20/2021,2,PRD#_10477,5,C_1141,ST_345
OR#101507,2/20/2021,3,PRD#_10105,2,C_1141,ST_345
OR#101507,2/20/2021,4,PRD#_10762,5,C_1141,ST_345
OR#101508,2/28/2021,1,PRD#_10172,4,C_1106,ST_123
OR#101508,2/28/2021,2,PRD#_10651,2,C_1106,ST_123
OR#101508,2/28/2021,3,PRD#_10626,1,C_1106,ST_123
OR#101509,2/13/2021,1,PRD#_10383,5,C_1007,ST_345
OR#101509,2/13/2021,2,PRD#_10167,1,C_1007,ST_345
OR#101509,2/13/2021,3,PRD#_10156,5,C_1007,ST_345
OR#101509,2/13/2021,4,PRD#_10320,5,C_1007,ST_345
OR#101509,2/13/2021,5,PRD#_10025,5,C_1007,ST_345
OR#101510,2/21/2021,1,PRD#_10211,3,C_1054,ST_123
OR#101510,2/21/2021,2,PRD#_10346,1,C_1054,ST_123
OR#101510,2/21/2021,3,PRD#_10463,4,C_1054,ST_123
OR#101511,2/8/2021,1,PRD#_10509,1,C_1041,ST_234
OR#101511,2/8/2021,2,PRD#_10454,4,C_1041,ST_234
OR#101511,2/8/2021,3,PRD#_10562,3,C_1041,ST_234
OR#101511,2/8/2021,4,PRD#_10241,3,C_1041,ST_234
OR#101511,2/8/2021,5,PRD#_10767,3,C_1041,ST_234
OR#101512,2/4/2021,1,PRD#_10562,3,C_1126,ST_678
OR#101512,2/4/2021,2,PRD#_10696,2,C_1126,ST_678
OR#101513,2/17/2021,1,PRD#_10224,1,C_1051,ST_234
OR#101513,2/17/2021,2,PRD#_10044,1,C_1051,ST_234
OR#101513,2/17/2021,3,PRD#_10802,1,C_1051,ST_234
OR#101514,2/10/2021,1,PRD#_10413,3,C_1121,ST_112
OR#101514,2/10/2021,2,PRD#_10791,5,C_1121,ST_112
OR#101514,2/10/2021,3,PRD#_10261,5,C_1121,ST_112
OR#101514,2/10/2021,4,PRD#_10378,2,C_1121,ST_112
OR#101514,2/10/2021,5,PRD#_10203,5,C_1121,ST_112
OR#101515,2/24/2021,1,PRD#_10214,2,C_1074,ST_890
OR#101515,2/24/2021,2,PRD#_10518,5,C_1074,ST_890
OR#101515,2/24/2021,3,PRD#_10460,3,C_1074,ST_890
OR#101516,2/21/2021,1,PRD#_10032,3,C_1139,ST_456
OR#101516,2/21/2021,2,PRD#_10732,1,C_1139,ST_456
OR#101517,2/12/2021,1,PRD#_10618,1,C_1117,ST_678
OR#101517,2/12/2021,2,PRD#_10640,4,C_1117,ST_678
OR#101517,2/12/2021,3,PRD#_10662,2,C_1117,ST_678
OR#101518,2/14/2021,1,PRD#_10605,4,C_1005,ST_567
OR#101518,2/14/2021,2,PRD#_10583,5,C_1005,ST_567
OR#101518,2/14/2021,3,PRD#_10605,5,C_1005,ST_567
OR#101518,2/14/2021,4,PRD#_10053,3,C_1005,ST_567
OR#101519,2/1/2021,1,PRD#_10350,3,C_1099,ST_678
OR#101519,2/1/2021,2,PRD#_10095,2,C_1099,ST_678
OR#101519,2/1/2021,3,PRD#_10401,2,C_1099,ST_678
OR#101519,2/1/2021,4,PRD#_10271,1,C_1099,ST_678
OR#101519,2/1/2021,5,PRD#_10488,4,C_1099,ST_678
OR#101520,2/15/2021,1,PRD#_10146,2,C_1112,ST_456
OR#101520,2/15/2021,2,PRD#_10208,5,C_1112,ST_456
OR#101520,2/15/2021,3,PRD#_10483,2,C_1112,ST_456
OR#101521,2/1/2021,1,PRD#_10270,4,C_1045,ST_234
OR#101522,2/12/2021,1,PRD#_10044,4,C_1067,ST_901
OR#101522,2/12/2021,2,PRD#_10526,1,C_1067,ST_901
OR#101522,2/12/2021,3,PRD#_10414,4,C_1067,ST_901
OR#101523,2/1/2021,1,PRD#_10047,4,C_1016,ST_456
OR#101523,2/1/2021,2,PRD#_10334,2,C_1016,ST_456
OR#101523,2/1/2021,3,PRD#_10233,3,C_1016,ST_456
OR#101524,2/28/2021,1,PRD#_10706,3,C_1081,ST_123
OR#101525,2/21/2021,1,PRD#_10278,1,C_1005,ST_112
OR#101525,2/21/2021,2,PRD#_10519,4,C_1005,ST_112
OR#101525,2/21/2021,3,PRD#_10712,5,C_1005,ST_112
OR#101526,2/5/2021,1,PRD#_10580,4,C_1068,ST_123
OR#101526,2/5/2021,2,PRD#_10757,4,C_1068,ST_123
OR#101526,2/5/2021,3,PRD#_10102,3,C_1068,ST_123
OR#101526,2/5/2021,4,PRD#_10596,1,C_1068,ST_123
OR#101527,2/22/2021,1,PRD#_10626,5,C_1127,ST_901
OR#101528,2/24/2021,1,PRD#_10827,3,C_1012,ST_234
OR#101528,2/24/2021,2,PRD#_10497,1,C_1012,ST_234
OR#101528,2/24/2021,3,PRD#_10245,3,C_1012,ST_234
OR#101528,2/24/2021,4,PRD#_10222,4,C_1012,ST_234
OR#101529,2/7/2021,1,PRD#_10280,4,C_1103,ST_678
OR#101529,2/7/2021,2,PRD#_10081,2,C_1103,ST_678
OR#101529,2/7/2021,3,PRD#_10445,5,C_1103,ST_678
OR#101529,2/7/2021,4,PRD#_10628,5,C_1103,ST_678
OR#101530,2/10/2021,1,PRD#_10140,3,C_1111,ST_678
OR#101530,2/10/2021,2,PRD#_10803,4,C_1111,ST_678
OR#101530,2/10/2021,3,PRD#_10537,4,C_1111,ST_678
OR#101531,2/2/2021,1,PRD#_10339,4,C_1042,ST_789
OR#101531,2/2/2021,2,PRD#_10525,1,C_1042,ST_789
OR#101531,2/2/2021,3,PRD#_10038,3,C_1042,ST_789
OR#101532,2/3/2021,1,PRD#_10284,4,C_1036,ST_234
OR#101532,2/3/2021,2,PRD#_10139,4,C_1036,ST_234
OR#101532,2/3/2021,3,PRD#_10654,4,C_1036,ST_234
OR#101532,2/3/2021,4,PRD#_10352,5,C_1036,ST_234
OR#101533,2/17/2021,1,PRD#_10041,4,C_1125,ST_234
OR#101533,2/17/2021,2,PRD#_10046,1,C_1125,ST_234
OR#101533,2/17/2021,3,PRD#_10172,4,C_1125,ST_234
OR#101534,2/23/2021,1,PRD#_10023,4,C_1086,ST_789
OR#101535,2/19/2021,1,PRD#_10520,3,C_1055,ST_567
OR#101535,2/19/2021,2,PRD#_10132,1,C_1055,ST_567
OR#101536,2/12/2021,1,PRD#_10817,4,C_1033,ST_456
OR#101536,2/12/2021,2,PRD#_10727,3,C_1033,ST_456
OR#101536,2/12/2021,3,PRD#_10278,2,C_1033,ST_456
OR#101537,2/9/2021,1,PRD#_10330,1,C_1005,ST_678
OR#101537,2/9/2021,2,PRD#_10133,3,C_1005,ST_678
OR#101537,2/9/2021,3,PRD#_10293,5,C_1005,ST_678
OR#101537,2/9/2021,4,PRD#_10512,4,C_1005,ST_678
OR#101537,2/9/2021,5,PRD#_10607,4,C_1005,ST_678
OR#101538,2/17/2021,1,PRD#_10241,3,C_1036,ST_112
OR#101538,2/17/2021,2,PRD#_10486,4,C_1036,ST_112
OR#101538,2/17/2021,3,PRD#_10170,4,C_1036,ST_112
OR#101539,2/17/2021,1,PRD#_10718,1,C_1036,ST_112
OR#101539,2/17/2021,2,PRD#_10340,2,C_1036,ST_112
OR#101540,2/6/2021,1,PRD#_10461,3,C_1136,ST_234
OR#101540,2/6/2021,2,PRD#_10118,4,C_1136,ST_234
OR#101540,2/6/2021,3,PRD#_10229,1,C_1136,ST_234
OR#101540,2/6/2021,4,PRD#_10761,2,C_1136,ST_234
OR#101541,2/17/2021,1,PRD#_10492,4,C_1120,ST_234
OR#101541,2/17/2021,2,PRD#_10671,1,C_1120,ST_234
OR#101541,2/17/2021,3,PRD#_10721,5,C_1120,ST_234
OR#101541,2/17/2021,4,PRD#_10744,5,C_1120,ST_234
OR#101542,2/24/2021,1,PRD#_10561,4,C_1144,ST_112
OR#101542,2/24/2021,2,PRD#_10786,4,C_1144,ST_112
OR#101543,2/22/2021,1,PRD#_10224,2,C_1059,ST_901
OR#101543,2/22/2021,2,PRD#_10410,3,C_1059,ST_901
OR#101543,2/22/2021,3,PRD#_10014,1,C_1059,ST_901
OR#101543,2/22/2021,4,PRD#_10066,2,C_1059,ST_901
OR#101543,2/22/2021,5,PRD#_10379,2,C_1059,ST_901
OR#101544,2/21/2021,1,PRD#_10799,1,C_1017,ST_112
OR#101544,2/21/2021,2,PRD#_10141,3,C_1017,ST_112
OR#101544,2/21/2021,3,PRD#_10822,2,C_1017,ST_112
OR#101544,2/21/2021,4,PRD#_10021,5,C_1017,ST_112
OR#101544,2/21/2021,5,PRD#_10781,1,C_1017,ST_112
